book_availability_id,library_id,book_id,copies
916995984,985,25749,2
629548954,233,25986,5
674829219,234,26537,4
745547738,985,89464,4
415846478,985,69325,9
575714849,985,64664,8
869739641,657,25471,5
187667893,985,51627,6
246376649,657,53123,6
687274986,985,15873,2
346273485,234,44922,6
322786852,657,91196,4
322948886,985,69584,5
571569341,657,45469,2
623726953,234,47873,9
378774395,985,18676,5
688669442,234,59838,4
251384251,543,71986,3
276636394,234,25797,8
644547121,233,56985,1
371614498,657,24495,2
277481752,985,32762,6
339784162,985,24745,2
268762973,985,59161,6
636187929,233,75986,1
829178376,234,34269,3
777622156,985,32322,4
513712713,985,42948,7
446422316,233,73768,6
171329143,657,13629,6
336756291,233,19359,3
857878158,233,15146,8
425195393,234,71388,1
538589552,657,36525,9
757542613,233,88435,7
832272266,543,39792,5
524673667,985,53382,5
126545455,657,62629,8
853258844,543,96627,4
786185546,985,32236,1
543346647,657,31426,6
844791919,657,88387,3
231181924,657,24676,2
941974618,985,87533,7
371182152,543,26983,6
439969173,985,38794,4
813766866,543,43179,3
526651287,985,91184,7
633763339,543,67961,2
656925646,985,53592,5
556788583,543,97514,3
712228955,657,37128,5
489187249,543,61874,7
273661837,543,41367,9
427346727,985,38294,3
358312969,543,71353,3
661296731,985,64238,6
481563887,234,83494,5
441995699,233,31156,7
745857235,543,66122,1
526341798,234,56172,5
159661448,234,25319,2
499666574,657,39472,9
623459657,234,93196,9
833586811,234,24593,2
616452826,657,13877,5
177443938,234,93366,2
547828927,657,27172,4
189595436,985,84443,7
846935969,657,97455,1
731319352,985,96865,1
971133884,233,21997,2
377531788,543,88165,1
445762441,985,62211,3
132448774,657,81556,6
727624643,657,68561,7
838672782,543,21669,4
994291739,234,27228,8
296133741,985,38736,1
552541568,543,18848,6
869551578,657,43664,3
421953222,985,16985,1
546352295,543,59561,9
816823437,657,31537,5
773961684,234,32177,3
675585628,233,31724,9
767331274,543,91363,6
187335252,234,78549,2
959648211,543,16935,1
665855899,985,45226,5
342253989,985,37519,9
999942651,233,69849,7
175355848,234,24278,5
393671273,985,49334,5
761929624,233,34364,2
221268621,234,79837,2
529667658,233,15867,9
654228224,233,96587,3
561999436,234,51359,3
771612524,543,99196,3
884285857,543,62528,1
824977466,543,74381,1
167856116,543,89841,5
428499363,233,41115,2
398272641,657,95115,1
339571476,543,79623,2
822176281,543,38726,3
879948674,657,26725,5
768325693,234,17133,8
123539563,657,98241,7
987269158,657,24546,1
553635245,233,91441,2
959269465,543,33541,1
248939427,543,61266,2
279733857,657,66426,6
537989561,985,36188,9
312494493,985,37214,3
149317467,234,12785,8
987878159,543,15615,4
871515715,233,75745,5
216559713,543,57282,3
522312119,234,55389,4
366731787,234,58389,9
921765635,657,23878,1
782495741,985,76627,9
765522539,543,65943,2
885173716,543,97626,2
665344354,543,17855,3
625283751,657,24578,4
942698849,233,76731,2
458588252,985,76211,4
927767183,657,75724,5
879969521,543,34818,1
377394835,657,21769,9
437941116,657,91241,9
225161899,234,36811,1
513199179,543,95479,5
782892597,657,65462,7
176326293,985,35766,8
536454788,234,97968,4
294586721,657,53522,9
786119151,985,15542,1
589463343,233,65872,4
115838491,233,95633,3
622572927,233,27515,3
122741493,234,35164,8
388658834,234,21592,2
586571112,657,32449,7
722919581,543,85867,9
645678772,985,92826,3
161876415,985,53452,5
972226317,985,97277,1
658961829,543,23223,9
526723564,234,95763,3
531985434,234,16852,3
466326982,985,89728,6
373729479,543,13815,3
741929671,985,36582,8
465286559,657,94795,3
265121696,657,63973,3
762455167,657,36419,4
421654712,543,38641,8
183415714,234,36499,6
194194714,657,57527,3
324944159,233,36633,6
778745861,543,91436,7
951288755,985,66173,3
253757656,985,57871,4
879821844,233,93832,3
972684534,234,11785,3
243826164,234,38293,1
945596547,234,68441,9
995458613,657,56548,3
954594212,543,25171,5
128878266,657,28147,4
527966566,543,39672,3
959227262,234,17167,9
343448438,657,88717,9
493977526,657,21953,8
619728132,985,65419,7
471934545,985,83312,8
391516881,233,27416,5
411486119,234,57534,3
519595892,657,71976,9
655235112,985,18597,6
349736489,543,36669,1
799775113,543,64393,6
595133487,985,94774,1
868511889,543,97925,8
564652423,985,63664,5
268925496,233,91349,3
991294117,657,72452,8
287297568,985,93386,3
618155239,985,83185,3
948328298,234,47967,4
792279584,233,22566,7
318622971,657,38857,3
929733673,543,86766,1
134347471,657,54187,3
168151721,233,57831,9
417578198,233,65347,4
391226932,234,23593,5
728269659,657,39139,4
964972912,233,52261,5
372356461,234,11366,4
775247941,543,85119,3
555982788,985,77291,2
799848769,234,13585,1
557565977,543,35619,3
277359415,543,73113,8
362434494,657,38465,1
418195146,233,62836,2
711418165,234,54449,1
712482599,233,52476,7
731288565,985,42753,5
611192363,985,68713,1
235344811,543,11189,5
796658875,985,39539,2
954465733,234,88274,3
547963465,233,12287,1
497831495,233,45852,3
861393446,657,84881,1
261918183,233,68538,5
688195958,234,55711,2
478952982,234,65694,6
714259952,543,72429,8
568153513,234,15326,7
579666267,234,89374,2
155323379,657,56826,5
135957882,234,94429,6
348537764,657,78825,1
541994613,233,19331,1
233721995,985,57811,6
927686449,657,95774,4
284373464,543,39725,8
894647337,543,27253,2
442157881,233,62358,2
415824922,234,68377,4
335374414,985,96331,6
414937784,234,98945,4
531563682,657,16348,8
321537475,233,93135,7
833626475,657,72173,4
352959121,233,29273,2
286353263,543,77723,3
417817496,657,82638,8
793876153,985,24495,8
379585897,234,29382,7
741192621,233,25393,6
642212946,234,65621,6
831959831,233,81413,1
683396474,657,87243,4
731922498,233,84448,2
859428448,543,71712,2
766474429,233,83732,4
656429115,543,36825,6
338156276,234,89299,9
582597554,234,39598,5
611959758,985,84237,3
952714767,234,12525,8
123567579,657,25757,4
382651268,234,66965,3
815149622,234,86828,1
951971677,234,83829,5
429815658,543,63368,4
287595281,234,27464,6
553357315,233,55331,1
842718819,985,23727,5
335375548,233,91635,5
467754342,233,32167,2
471715639,657,36438,8
163217745,234,55211,8
416471927,233,56257,1
488419736,985,73927,6
891213194,985,68935,2
458344678,233,55846,2
683818267,985,58616,4
672366254,985,32166,8
247956784,233,81518,3
641411465,657,43988,4
185472433,233,49481,1
144126483,233,35475,9
398453561,234,27322,3
443478738,543,35144,6
688785953,234,89397,9
927316394,543,67521,4
886781322,985,61565,8
423692786,657,86455,5
942333385,543,28879,4
458851894,657,75924,7
719482856,543,23371,1
295248929,234,36735,5
211251936,233,53913,6
195394376,657,95856,6
725435388,985,45581,3
928887313,234,11245,3
239655771,985,65232,9
754591569,985,48731,1
136211742,985,15541,2
475225767,234,33276,1
239885352,657,58694,8
783857922,657,12782,6
942914163,985,61577,1
453338557,657,38619,8
278141248,233,83164,8
786699464,233,73848,6
441377141,985,37953,9
333847214,234,32621,9
887486869,543,84411,8
891225443,233,67336,7
559923772,234,71387,8
712932556,657,64523,1
315765681,234,17635,5
425861228,234,22628,9
835439769,543,25921,4
129272575,233,53779,1
525775385,985,91586,1
638426338,543,15661,2
725216584,233,25372,1
675189551,657,32177,5
652194814,657,38258,1
137919266,543,74941,9
549374234,233,49255,7
137928564,985,63759,8
538961127,985,47724,1
679436199,233,95425,1
511429186,543,13253,8
568723633,657,81594,6
171427175,234,57215,1
421395677,543,58634,3
867669296,657,65256,6
471982826,657,84998,7
231185834,234,78147,1
294458891,657,87189,9
357866746,543,43858,9
832279333,657,52368,5
673494816,985,99756,9
818118578,985,32147,7
654183567,234,36938,8
987891674,234,79897,9
928172731,233,96242,6
831386411,657,25855,7
284988356,657,25567,4
118576729,543,37746,5
534413218,657,34588,9
949557629,543,13359,3
144129878,985,93428,1
875793869,657,99844,5
419385722,234,54771,6
292869168,657,46656,1
427546687,234,98366,4
633815778,234,54425,9
887593575,657,69159,3
185723462,657,22913,9
679156245,543,75891,2
283258242,985,83355,9
458291918,233,28584,6
664815741,234,64912,8
389745772,543,78187,6
629815158,234,56649,1
578986247,543,74745,6
977794671,234,97951,3
185631796,543,28987,5
748624765,234,51919,2
861982887,657,24817,5
816766694,985,94459,9
949359813,234,87976,6
413444365,234,86613,1
419544642,543,16868,9
232538215,985,54641,7
954269886,657,12531,7
473395958,543,73862,1
997228586,543,99159,4
347726599,233,83723,2
858428222,543,28147,2
258524776,234,53774,8
394225822,543,26237,6
742532484,985,86172,2
633681288,543,27382,7
225755651,985,36216,2
319153244,234,82135,5
522584324,234,26576,7
289827333,985,78672,5
388187251,233,96391,8
535233978,233,89579,6
599562188,233,44439,2
541715425,657,47137,3
452277366,543,25566,1
182164155,985,87597,9
873595881,543,92324,1
194662594,234,52445,3
976783464,234,97422,1
919511451,234,37761,9
544897175,233,35434,9
182437338,985,14828,1
837595856,233,13794,8
943616549,543,55251,2
787881315,234,57388,1
751546634,657,73752,9
432613323,985,55877,3
832824659,233,23293,3
988487218,233,67496,8
534428683,233,19784,1
134177285,657,97172,5
999415557,985,37247,5
222469465,233,96718,9
121466149,657,25233,4
112186432,657,19798,7
231152267,234,13682,5
155853492,543,54693,9
592626327,233,55341,2
636344916,985,65112,8
915125762,985,82244,1
126281344,233,76598,2
383351126,233,75323,9
865885971,233,83595,4
987114992,543,25572,8
841858475,234,95328,8
434642243,657,77448,6
956877341,234,84765,8
886286182,233,11662,7
894118739,985,93411,6
711952894,543,27364,2
658824354,233,89754,2
779453587,543,27129,9
287437516,234,72922,3
623417716,543,66573,6
964281385,657,33471,6
614675799,543,62577,7
667243917,657,23238,8
461456668,233,91658,8
816714462,234,92544,9
462594277,234,18228,7
635623919,233,99295,7
746587435,985,66934,4
819243786,985,61917,5
765133298,657,68873,6
891557755,233,59151,5
744424576,985,86498,8
667271993,234,86911,4
775322995,985,92851,6
768938935,657,54552,2
319782195,657,54184,1
877487446,234,79447,5
713858756,543,88384,3
994392861,234,87265,7
874115899,657,31771,5
521257139,234,14849,6
396553814,234,96883,9
172867788,543,25331,5
151142515,657,31739,9
742515353,234,37199,7
247737838,985,38312,7
713167376,233,19428,6
484131425,234,79589,7
645761842,543,98165,9
332364236,233,37972,7
449166448,234,66223,8
999562287,657,61576,6
396794316,657,94281,7
337742728,233,18887,1
566811917,985,68499,8
645157644,543,11663,6
987992995,985,11472,4
898898835,543,96636,9
421369275,234,14686,7
598151956,233,74911,7
115769817,543,14114,5
557834474,543,59465,3
542678361,233,64221,1
912211446,233,75619,8
894548283,543,78515,6
554941899,234,99275,9
787715298,657,53296,8
322198645,234,75463,6
692281311,233,44385,7
817723872,543,24849,4
728351233,234,36899,1
629847354,657,65125,3
817659789,543,96822,6
295793914,234,66984,8
526341636,985,27742,8
363661257,657,55726,7
964373594,233,53761,7
969471629,985,78322,9
293662254,657,15451,5
648778859,233,69788,2
153573239,657,13158,4
724992789,234,67359,4
789135287,233,55217,2
464482913,233,27497,5
826684935,985,58171,4
956177144,985,91459,2
798778168,233,28738,9
272288473,985,33229,4
536392422,543,51182,9
763564518,985,38989,1
112232343,543,67736,1
275321567,657,88297,6
158522351,657,79251,7
581476893,233,49533,8
238428673,657,81532,6
789728887,543,27137,1
327575159,234,62111,8
142269782,657,13892,3
554491362,543,19681,6
559287938,233,49982,1
568564694,543,54636,4
777163378,233,95878,9
589669693,985,47215,1
451192323,233,92375,8
936955677,985,75433,6
253516178,233,15732,5
786191621,543,25532,6
984835197,233,88792,6
491912232,543,11997,4
842674479,234,95828,9
491664674,657,29692,3
523999589,985,81677,2
184196116,543,24285,5
432691821,543,91885,2
428778142,657,99199,7
312976343,234,72231,2
139641729,234,25617,6
348194198,657,11991,7
252675415,234,26337,4
356893932,985,54872,2
564331627,657,16522,5
936462876,985,41551,8
521148763,233,84599,3
785952178,543,86422,2
653834137,657,31888,3
927676582,543,49967,2
839962477,543,81183,9
533149196,657,94221,3
533579269,543,64736,5
458877778,985,72965,7
413658967,657,61896,2
926981972,543,31775,2
247437651,985,71883,9
969757768,234,42698,3
694457577,233,95924,3
585566492,657,18161,4
313629447,985,36934,8
558327666,233,12336,5
516797734,985,47416,9
956877247,234,89377,9
367782214,233,77886,4
746152762,543,52546,8
957585689,657,85567,8
472344346,657,39662,2
868188593,234,66625,2
572751133,657,35245,9
141614596,657,43542,8
497334389,985,51217,3
753189294,233,21776,7
916689732,657,37986,8
435116939,234,55897,8
222159666,233,29791,6
187677155,985,94718,5
492542264,985,19353,2
655113231,657,11779,2
736667594,233,49368,4
692221522,985,24938,5
466751824,233,62834,6
624243957,233,25114,6
346565899,985,84776,7
131359512,985,96649,7
788256495,234,93875,9
551866764,657,52298,1
351213454,233,14894,3
164717341,543,38157,7
319781896,543,81829,8
388917734,657,97351,4
969318787,657,61498,5
123957735,543,83353,1
338776935,543,98233,9
941137998,543,91285,9
333176213,234,49598,1
839641948,234,11822,2
185933721,985,14112,4
933512426,985,79333,5
785948272,543,96321,9
571559236,543,43413,9
533391155,233,92925,2
352911983,233,89951,6
646414774,985,88929,7
426186949,233,86759,4
679212588,543,14387,5
383973165,543,67564,8
734775338,234,11292,6
942848378,657,85293,1
775537596,543,37491,5
358155464,985,81348,3
161227577,985,71951,1
967235733,657,22295,1
412511426,985,55534,4
297239734,985,31973,1
225853985,234,84367,6
174438966,657,59536,6
327839188,985,96613,5
829434661,233,55935,9
628223624,985,71384,8
466324332,985,95781,7
924233717,657,52958,2
169295644,233,14554,2
273345489,657,56226,1
767885987,234,46483,8
156824188,233,66455,6
611314543,657,69672,6
659759277,234,46216,6
181476593,657,52192,3
824329113,234,21656,4
774837328,233,75985,6
386553232,233,73536,9
729554961,657,52567,8
811993465,233,11946,8
478171674,657,88732,3
465557441,985,33817,8
379965919,657,78547,1
819685628,985,29999,8
645714271,234,84651,9
168747442,233,51187,4
672785922,234,48392,3
692873726,985,13692,7
133391215,543,75951,2
683583965,543,95298,8
223532123,234,55339,5
441712748,233,68842,3
849711484,657,26917,1
772315751,234,79635,4
339875717,657,79895,5
845892368,234,58256,5
467348421,543,98656,6
233666694,234,76668,8
115591436,233,52974,5
115119548,985,41645,4
927677258,985,24124,1
947445889,657,39174,2
214874128,233,85199,3
528515331,233,47338,6
359346138,657,44427,8
584929738,543,79899,7
837615126,657,55269,2
222199695,657,74996,5
523996234,985,95875,5
282468338,234,78744,9
519394833,234,33872,6
398829891,233,78938,1
539427418,657,67379,2
149171588,543,48962,8
938878467,233,79384,2
365277699,233,26543,1
649336889,543,91887,4
924889856,985,25939,7
783456197,234,24113,1
534126687,234,17397,6
723465228,657,34977,4
615492766,233,98465,7
244779281,985,87175,3
947766365,234,24686,8
932571533,233,19657,7
179785889,233,34519,1
588996278,657,34874,1
814813296,233,19785,4
354146422,657,42746,1
562128556,657,54496,4
148642643,657,33992,4
351111996,543,47176,3
712176289,233,18775,3
518965849,234,59149,2
338312652,657,74321,2
916469823,985,71488,6
464165625,233,77874,8
789164633,234,35778,6
824839971,657,27596,2
867125222,233,41448,9
212843154,543,51274,3
769126395,234,42271,3
728989881,233,24996,5
426963279,234,51577,2
196767567,233,73228,1
267727723,543,17345,3
999435361,234,29531,7
345851794,543,78871,9
958568195,233,28223,2
481266248,234,11477,2
586226229,233,38671,5
654377776,657,43252,1
334218896,234,45938,3
513848224,543,49544,5
443589582,657,88227,6
292596493,657,17589,4
616586836,985,45479,1
518999787,543,18767,2
154614794,234,55744,2
689442338,543,57814,6
572498947,234,52444,9
195968829,985,13548,3
668129987,985,25354,1
123452641,985,67639,2
362918334,543,24799,1
593328841,543,65748,3
334848763,233,58365,4
351485516,985,14373,6
993679769,543,87278,2
694168843,985,67186,6
773542395,234,87467,8
782146715,233,27619,8
184833725,985,88613,3
641635991,657,46125,3
396266711,543,75672,3
879717742,234,32393,8
297565787,657,41262,5
581129181,985,11754,4
366625653,233,74563,9
618486693,543,62164,7
256216231,657,52243,7
544494321,657,26115,7
311929679,543,59742,3
493633139,234,11113,3
574944738,543,57686,6
517689243,543,63174,5
246438464,234,92324,7
142675332,657,73411,3
373226869,234,66341,3
489753958,543,13742,8
253477491,234,16945,4
693584382,985,37954,4
651929296,543,21712,2
442848172,234,89294,2
873294322,233,55758,7
225456444,233,83691,1
869367469,233,68717,9
368814989,234,45853,3
185136298,234,46944,6
352932832,985,75138,6
839572376,985,63193,7
593528184,985,43785,9
147118624,233,95288,9
774947141,234,23166,8
786263883,985,29613,6
463983656,657,34587,4
752399349,657,83786,4
353258333,233,14557,4
955935258,543,76515,1
448552551,657,73113,9
577983687,543,63961,6
458234387,233,12872,2
463719523,543,61387,8
194775585,985,83619,5
871166697,657,24171,9
367514993,233,57331,3
115234951,985,28461,5
755234123,234,73396,8
284787677,234,16232,1
613599915,543,53831,8
167148152,543,18591,3
158193455,543,17972,1
134366371,234,51485,3
856367849,985,57865,1
814588165,985,69813,9
169498814,985,95747,3
271577889,233,64397,6
962757229,233,87933,2
953788266,233,52931,3
525991642,985,76167,5
918585541,543,84469,1
778939458,657,63322,6
258531638,234,66253,2
823894441,985,82293,2
241593817,657,84517,2
693539397,543,62958,8
788245566,657,67629,9
164892765,985,99269,9
899848423,657,61125,7
391972874,234,11151,8
931475744,234,96541,9
325291245,234,76318,9
985149569,543,48281,9
177827733,543,37468,7
868417349,234,94673,9
422152481,233,94575,6
677148417,543,81229,3
913191462,657,86577,6
754399243,543,17658,3
294224294,234,17588,5
683274896,985,37269,8
827124152,234,49768,1
376873469,985,81343,5
437417693,543,39955,7
637238977,657,17791,7
484116931,543,21268,7
884423677,234,97259,6
515847488,657,36482,6
123397185,233,27349,9
785814827,234,62121,1
934188884,234,86718,1
159446492,234,54397,1
891182788,234,66336,6
968357938,234,89374,8
282887275,233,27745,9
233524213,543,48518,8
163857681,985,68738,8
937328361,233,98689,7
199727268,234,75463,2
229318474,985,95281,8
378998587,233,62385,6
531186716,657,13449,9
571928819,985,14616,8
441993798,657,24196,9
268514527,543,16142,4
269916919,657,68773,7
961941669,234,39834,5
196776261,543,44767,3
469945866,233,46785,3
352158522,234,39547,5
412858797,233,79641,1
614769881,543,55972,1
919844889,543,55118,2
665662925,657,75786,7
934349959,233,33742,2
255548865,985,95787,9
946956431,234,93455,7
138682272,657,16698,2
187236585,234,54864,1
723612939,985,23934,8
594466972,985,91224,3
889177874,234,34745,4
634839848,233,33973,5
579293554,233,18944,5
239259885,233,94812,6
673669691,985,48319,9
381755416,985,24674,2
631316595,234,91892,1
245783714,543,77243,2
741873473,234,73311,7
843153324,543,67419,4
421429217,233,95186,7
769478697,233,58457,3
469446957,985,45369,5
963911119,234,41842,9
237148292,233,39867,1
734798325,543,27369,9
273491164,657,56154,9
782241592,233,43753,5
472318373,657,53866,8
981328677,657,43716,3
568836384,234,69223,5
836372198,657,54848,3
399713947,233,55564,5
337124251,234,75399,2
861216845,985,21592,9
497844275,985,92471,9
661276463,543,13715,3
782968654,234,87718,2
683654962,543,79712,3
341416343,985,45595,3
721144758,985,57425,2
795556784,543,44841,9
799877715,985,14859,7
988439498,657,23496,5
543646693,985,97684,9
741527991,234,32358,4
131852769,233,34422,4
751695924,234,16662,6
714418793,233,81269,8
527267917,657,35249,8
725389411,233,71434,8
648994359,657,34144,2
277134825,657,85252,9
475191287,543,76753,1
517332813,985,63688,9
545415753,657,36653,7
918263263,985,82162,2
425184872,543,65765,5
463826513,985,83918,7
273496597,233,33827,2
464686232,233,16386,6
714289562,985,18258,6
815571635,657,26759,3
755544846,985,72551,3
125498967,543,96253,9
347518173,234,64479,3
762654349,985,42729,9
421851316,985,96721,7
168348312,543,73767,5
525281975,985,33164,5
994269122,543,32866,1
989675398,233,14883,7
296794344,543,89147,1
624388848,985,65168,2
345863714,985,33847,6
613954858,543,37166,8
862791885,234,17695,3
388571699,234,35691,5
451549727,234,25935,6
632962845,657,91657,5
293817234,985,18121,9
917532876,657,51676,2
163631399,543,94489,6
131877368,233,26251,3
931723562,543,47538,8
512326491,234,68991,9
748946549,233,38371,5
812895847,234,85426,3
418819636,233,66651,5
512211861,543,22619,3
981542593,233,58943,4
159698241,234,79987,6
425558229,985,31275,5
382742542,234,51517,2
341631955,657,27977,7
741422837,657,34716,3
161449267,543,57253,7
912611324,234,13291,1
921545989,657,38695,1
196387851,657,34117,1
442995486,657,92617,9
928448525,234,26589,5
648667949,657,79174,4
816867873,657,63891,1
413466384,657,88925,2
994783961,657,21954,1
849731743,985,71148,7
457377586,985,77427,3
138722788,234,21643,1
987995844,657,17525,8
354791898,233,53158,2
325478742,233,25951,9
726566126,233,29467,9
551731312,985,48957,7
896162264,234,95256,8
674616679,985,54813,6
788313263,233,78476,2
595361445,985,54532,3
941662887,985,79896,7
537898624,657,55431,1
113576663,985,97777,7
398841362,657,33221,2
352672436,985,23125,5
632664311,234,71239,1
522383819,233,44799,5
623233383,657,54125,9
118862123,657,38221,1
563126251,233,83989,9
598264853,543,36235,9
724288351,543,26829,6
973118161,543,17658,6
733331517,234,16367,2
379897615,657,43846,3
879578899,985,27699,5
298619264,543,96836,7
943596636,233,31412,9
364935478,234,92827,4
766894992,234,44158,1
329448452,233,44616,5
372721565,657,18385,6
114961114,657,86869,1
912643495,234,13185,1
854617343,233,36548,8
279777881,657,32216,7
811199931,233,36272,3
514148486,233,93915,3
616357984,233,82154,3
631498563,234,44569,8
216474311,233,18828,8
123873319,657,92481,1
447387738,234,35839,1
731622184,657,76158,7
182746837,234,18459,9
271152424,543,24995,4
485778723,543,63696,2
965915576,657,24126,6
737846842,985,37676,6
927257181,657,48668,4
461494146,985,51997,2
346924347,233,59683,2
759686754,234,91364,1
661156267,543,58331,9
497893474,543,96485,3
985488626,985,49278,6
973489453,234,88252,3
152551915,233,38551,8
955386124,543,12268,4
274388498,985,17915,7
532544656,234,85317,2
981717418,233,31949,1
578814766,657,86712,9
264663671,657,22875,6
258255473,543,57848,3
114825848,985,16884,2
211233732,233,16716,5
613273698,985,33734,3
767363915,543,94554,3
492957883,985,13162,9
514123462,985,53979,9
953755919,657,59926,7
764512953,657,51554,1
581953169,985,88654,9
537434321,657,81854,3
371739925,985,38475,4
985668159,234,69746,7
619734749,985,55925,4
441941488,657,89332,1
569449375,233,55454,7
865842255,985,31949,2
381992831,657,94866,9
418951449,543,76451,9
719698627,657,98332,5
969147383,543,68314,4
153967486,234,38518,1
975827972,657,78139,9
388957728,543,53965,2
679385496,233,68975,8
598228683,985,34469,8
347376461,234,83716,4
117428761,234,35652,4
545796841,657,97183,4
322634937,657,87178,4
498166735,657,69126,3
847864983,233,89694,3
448895823,985,46856,4
132978498,234,49134,1
427631942,985,76938,6
432298943,543,34441,5
396324282,233,84887,2
943119672,985,12449,3
416441631,657,41961,4
881154894,985,84369,6
314212459,543,67599,5
479765355,657,27754,8
479713976,985,14118,5
581312418,985,83323,8
726472374,233,65652,2
541185968,543,94817,4
363914644,234,92562,5
499936776,233,65755,8
191631966,234,69416,8
866254272,657,42858,2
641561928,985,48444,2
198223256,543,65391,2
449353851,233,77449,7
876323467,657,93411,9
176978495,543,93127,8
348495195,233,19929,2
892352252,985,32982,3
292155575,543,66536,1
845686994,233,67892,2
275618299,233,68742,1
142735618,985,27525,3
566994953,234,62978,5
872565386,543,27752,2
847863965,985,64916,8
898958525,233,36938,2
866491962,233,97122,6
367659161,543,99941,6
921152351,543,68153,8
912812596,233,93138,9
348383766,234,27586,4
363221266,657,77776,8
416418615,233,49164,4
846871216,233,82726,3
692827343,657,94355,6
872189873,234,83912,4
281824732,985,34995,1
263329773,657,67727,5
645991595,543,42921,3
998244551,233,35769,8
597185982,233,58158,4
526149441,657,29757,6
594957922,985,21252,9
295975318,985,89948,3
891672326,985,51693,1
952852517,985,39951,8
511672932,543,63359,1
884581365,657,99342,6
275348874,543,26978,2
642249211,985,41795,6
722754259,233,74989,9
943147259,543,24361,4
797567915,233,56122,5
155332782,543,21798,5
911169224,985,82956,1
867871847,233,11189,4
358655648,543,47873,7
951639992,985,43581,9
588991284,234,11742,6
289474622,234,57453,5
557638671,234,48229,1
736715424,233,96787,9
378452352,233,99951,4
546333188,985,57139,6
222216519,657,71959,9
684671664,985,14991,3
475737273,543,63452,8
285889415,543,88968,6
374456571,657,67191,5
258928113,543,43999,4
646318334,233,33253,6
982855128,233,63953,8
342137294,234,83974,7
195618835,985,31656,4
391585657,233,34671,7
679493116,234,34217,2
365757182,234,41999,9
991331466,234,72414,9
914774363,985,36218,7
493692582,543,63428,4
848481546,234,42437,1
767129227,985,34628,5
178311784,234,89256,7
496381427,233,86928,7
968356239,985,36482,7
525946691,985,58569,9
652742218,985,37599,2
942364321,234,88323,4
775163545,233,31187,4
242651319,543,27288,5
689737376,543,33671,8
199496139,985,83428,2
986373345,657,36542,8
431122455,234,94773,7
257771325,985,73911,8
323537977,985,77623,2
417446762,985,84418,9
485729553,543,18498,4
769789438,543,59147,7
427289492,657,21585,6
576125833,985,99557,7
687397482,657,71894,1
775843811,543,39339,2
942669865,233,69774,4
595213269,234,62819,3
751526934,985,41473,7
112329688,233,56745,8
863388793,543,27136,5
568437635,985,51623,2
449953376,233,46614,3
987285365,985,61183,5
973913749,233,84251,3
412863461,657,33462,7
524716149,985,59977,3
349194396,543,71643,2
956962992,234,84634,9
985523487,657,57959,9
419467192,657,32729,5
171587724,233,31128,5
768148862,985,89439,1
368921235,657,22248,8
469581759,985,79546,8
162967537,657,86963,4
968953396,234,27249,8
839432632,657,24546,5
118753488,234,97922,7
738757783,543,48448,6
534378681,657,75214,2
785266271,234,77745,7
294944928,543,95952,4
521627383,657,61527,1
632389778,985,37475,8
562549525,985,51967,1
829329814,657,28995,5
657484397,233,88897,7
933775253,543,18877,4
424265846,985,47457,8
588936477,234,79255,4
687982759,543,35968,8
415473596,543,76818,1
373822344,657,85316,9
243365579,657,95568,1
471437833,657,77996,6
719925272,234,29558,4
361879254,985,74251,3
544599883,985,76221,2
768714472,657,24735,3
284157273,657,57955,5
223149542,985,75745,1
889557427,543,85938,4
948984391,234,18161,3
857187645,543,95354,6
419538136,233,56974,5
932613228,233,11346,7
269675892,234,98664,6
748514974,233,77851,4
684186829,657,47946,7
521314911,543,19118,9
258428147,657,28461,7
528346242,233,51516,9
821361123,233,55727,8
811237385,985,65818,6
135779399,233,72721,8
271669459,543,35136,6
954663876,233,77429,5
935435989,233,59225,4
267378349,234,22416,1
898899538,233,18991,5
927112989,985,29639,9
532654348,985,64249,7
781534288,985,49774,1
837751829,657,53756,6
191298956,233,62826,9
889776428,657,89784,1
516858849,657,25178,4
883726388,234,21865,6
329891626,233,12782,4
827223652,985,69369,8
561954546,233,91955,8
499585676,657,69192,1
693243331,543,64419,4
746714827,543,27637,9
734148445,234,63943,1
154775448,234,82781,2
371893659,657,29884,6
667742371,234,21487,2
478852848,234,86915,1
527317728,543,47739,6
824245771,985,33576,8
357163376,543,59185,6
646338243,234,48568,2
545142975,233,88256,9
914368981,233,42421,5
275626289,985,95865,9
281749988,233,64992,2
643259543,234,94191,4
232891317,543,45287,9
126639775,233,13687,4
858913149,233,81286,8
645623461,233,12128,5
811178921,543,86526,9
157411361,985,47453,8
331581245,233,92797,7
964334865,985,88326,5
433144186,543,57955,7
353728962,657,93172,8
366183867,233,94524,9
811476882,233,38413,7
285442334,543,68424,8
432619561,543,89587,2
849815193,233,33253,9
377286969,985,61167,9
294125742,657,24963,5
953467146,985,85565,3
627216482,233,61683,9
727137356,233,54939,3
289448621,657,82796,5
671373437,234,17491,3
721964498,985,77344,4
112917823,233,35868,1
169986336,233,19144,4
811447983,233,22578,2
855643935,657,52719,5
139216247,233,81724,5
627787914,657,82497,5
194663968,233,38728,1
315243381,543,76634,3
658673182,543,78173,1
661365266,985,28289,2
213556446,657,59268,8
883748173,657,47656,9
979146163,234,54282,2
857981233,985,57728,5
997649488,543,29317,6
687923342,234,89565,1
973621639,657,44793,7
654387139,233,41397,3
933778258,233,29635,4
284763391,543,51433,6
884689168,985,24977,8
257193746,985,44756,4
368276247,233,53583,4
